kpi_name,period,value,delta,driver,status,scenario_id
waste_rate_pct,2021-02,1.9755,-0.0468,Recipe mix,positive,base
vision_2030_index,2021-02,85.5,0.0,Sustainability,positive,base
avg_changeovers,2021-02,100.0,0.0,Recipe switches,neutral,base
forecast_confidence_pct,2021-02,87.4617,0.0,Model accuracy,positive,base
total_recipe_hours,2021-02,1474.62,0.0,Recipe demand,neutral,base
seasonality_index,2021-02,1.0557,0.0,Calendar,neutral,base
planned_recipe_hours,2021-02,1023.22,0.0,Schedule,neutral,base
available_mill_hours,2021-02,1590.5,0.0,Capacity,neutral,base
total_sku_forecast_units,2021-02,3484156.0,0.0,Forecast,neutral,base
total_demand_tons,2021-02,57977.01,-5.7403,SKU forecast,negative,base
bulk_flour_required_tons,2021-02,57977.01,0.0,Flour demand,neutral,base
slack_shortfall_hours,2021-02,567.28,0.0,Capacity balance,positive,base
downtime_risk_score,2021-02,32.2,0.0,Risk model,positive,base
wheat_cost_index,2021-02,1088.5967,0.0,Raw material,neutral,base
mill_utilization_pct,2021-02,64.3332,0.0,Utilization,positive,base
overload_hours,2021-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-02,172.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-02,0.2,0.0,Continuity,neutral,base
vision_2030_compliance,2021-02,85.5,0.0,Composite,positive,base
total_wheat_requirement_tons,2021-02,57976.93,0.0,Procurement,neutral,base
yield_variability_index,2021-02,0.115,0.0,Quality,neutral,base
high_risk_supply_pct,2021-02,40.2,0.0,Geopolitics,negative,base
waste_rate_vs_target,2021-02,-0.52,0.0,Gap to target,positive,base
energy_per_ton,2021-02,67.8982,0.0,Efficiency,neutral,base
water_per_ton,2021-02,0.7923,0.0,Conservation,neutral,base
waste_impact_pct,2021-02,1.9755,0.0,Waste,positive,base
avg_wheat_cost_sar,2021-02,1117.5646,0.0,Market,neutral,base
import_dependency_pct,2021-02,100.0,0.0,Supply chain,negative,base
vision_2030_index,2021-03,85.5,0.0,Sustainability,positive,base
waste_rate_pct,2021-03,2.0733,0.0979,Recipe mix,positive,base
total_demand_tons,2021-03,65693.03,13.3088,SKU forecast,positive,base
avg_cost_per_ton,2021-03,1129.6412,12.0765,Wheat price,neutral,base
capacity_violations_count,2021-03,0.0,0.0,Overload,positive,base
bulk_flour_required_tons,2021-03,65693.03,0.0,Flour demand,neutral,base
recipe_time_utilization_pct,2021-03,65.6184,1.2851,Time constraint,positive,base
forecast_confidence_pct,2021-03,87.1705,0.0,Model accuracy,positive,base
seasonality_index,2021-03,1.0765,0.0,Calendar,neutral,base
planned_recipe_hours,2021-03,1207.05,0.0,Schedule,neutral,base
available_mill_hours,2021-03,1839.5,0.0,Capacity,neutral,base
total_sku_forecast_units,2021-03,3956092.0,0.0,Forecast,neutral,base
avg_changeovers,2021-03,116.0,0.0,Recipe switches,neutral,base
total_recipe_hours,2021-03,1670.63,0.0,Recipe demand,neutral,base
slack_shortfall_hours,2021-03,632.45,0.0,Capacity balance,positive,base
wheat_cost_index,2021-03,1088.4947,0.0,Raw material,neutral,base
vision_2030_compliance,2021-03,85.5,0.0,Composite,positive,base
overload_hours,2021-03,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-03,200.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-03,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2021-03,32.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2021-03,65693.0,0.0,Procurement,neutral,base
yield_variability_index,2021-03,0.116,0.0,Quality,neutral,base
mill_utilization_pct,2021-03,65.6184,0.0,Utilization,positive,base
high_risk_supply_pct,2021-03,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2021-03,-0.43,0.0,Gap to target,positive,base
energy_per_ton,2021-03,68.2367,0.0,Efficiency,neutral,base
water_per_ton,2021-03,0.7772,0.0,Conservation,neutral,base
waste_impact_pct,2021-03,2.0733,0.0,Waste,positive,base
avg_wheat_cost_sar,2021-03,1129.6412,0.0,Market,neutral,base
import_dependency_pct,2021-03,100.0,0.0,Supply chain,negative,base
total_demand_tons,2021-04,76442.93,16.3638,SKU forecast,positive,base
recipe_time_utilization_pct,2021-04,63.3088,-2.3096,Time constraint,positive,base
capacity_violations_count,2021-04,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2021-04,1153.5842,23.943,Wheat price,neutral,base
waste_rate_pct,2021-04,2.0727,-0.0006,Recipe mix,positive,base
vision_2030_index,2021-04,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2021-04,87.5571,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2021-04,76442.93,0.0,Flour demand,neutral,base
total_recipe_hours,2021-04,1938.31,0.0,Recipe demand,neutral,base
seasonality_index,2021-04,1.3027,0.0,Calendar,neutral,base
planned_recipe_hours,2021-04,1055.99,0.0,Schedule,neutral,base
available_mill_hours,2021-04,1668.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2021-04,612.01,0.0,Capacity balance,positive,base
avg_changeovers,2021-04,107.0,0.0,Recipe switches,neutral,base
vision_2030_compliance,2021-04,85.5,0.0,Composite,positive,base
total_sku_forecast_units,2021-04,4628622.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2021-04,1153.5842,0.0,Market,neutral,base
downtime_risk_score,2021-04,31.7,0.0,Risk model,positive,base
mill_utilization_pct,2021-04,63.3088,0.0,Utilization,positive,base
overload_hours,2021-04,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-04,183.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-04,0.2,0.0,Continuity,neutral,base
total_wheat_requirement_tons,2021-04,76443.0,0.0,Procurement,neutral,base
wheat_cost_index,2021-04,1087.1269,0.0,Raw material,neutral,base
import_dependency_pct,2021-04,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2021-04,39.9,0.0,Geopolitics,negative,base
yield_variability_index,2021-04,0.053,0.0,Quality,neutral,base
waste_rate_vs_target,2021-04,-0.43,0.0,Gap to target,positive,base
energy_per_ton,2021-04,68.9364,0.0,Efficiency,neutral,base
water_per_ton,2021-04,0.7935,0.0,Conservation,neutral,base
waste_impact_pct,2021-04,2.0727,0.0,Waste,positive,base
total_demand_tons,2021-05,73315.37,-4.0914,SKU forecast,negative,base
recipe_time_utilization_pct,2021-05,64.5322,1.2235,Time constraint,positive,base
capacity_violations_count,2021-05,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2021-05,1133.9665,-19.6177,Wheat price,neutral,base
waste_rate_pct,2021-05,2.1783,0.1056,Recipe mix,positive,base
vision_2030_index,2021-05,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2021-05,87.394,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2021-05,73315.37,0.0,Flour demand,neutral,base
total_recipe_hours,2021-05,1861.2,0.0,Recipe demand,neutral,base
seasonality_index,2021-05,1.2006,0.0,Calendar,neutral,base
planned_recipe_hours,2021-05,1150.61,0.0,Schedule,neutral,base
available_mill_hours,2021-05,1783.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2021-05,632.39,0.0,Capacity balance,positive,base
avg_changeovers,2021-05,116.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2021-05,4425373.0,0.0,Forecast,neutral,base
vision_2030_compliance,2021-05,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2021-05,1133.9665,0.0,Market,neutral,base
wheat_cost_index,2021-05,1087.6099,0.0,Raw material,neutral,base
mill_utilization_pct,2021-05,64.5322,0.0,Utilization,positive,base
overload_hours,2021-05,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-05,196.0,0.0,Scheduling,neutral,base
downtime_risk_score,2021-05,32.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2021-05,73315.55,0.0,Procurement,neutral,base
avg_run_length_days,2021-05,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2021-05,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2021-05,40.1,0.0,Geopolitics,negative,base
waste_impact_pct,2021-05,2.1783,0.0,Waste,positive,base
waste_rate_vs_target,2021-05,-0.32,0.0,Gap to target,positive,base
energy_per_ton,2021-05,70.085,0.0,Efficiency,neutral,base
water_per_ton,2021-05,0.7924,0.0,Conservation,neutral,base
yield_variability_index,2021-05,0.088,0.0,Quality,neutral,base
waste_rate_pct,2021-06,1.9027,-0.2756,Recipe mix,positive,base
avg_changeovers,2021-06,111.0,0.0,Recipe switches,neutral,base
total_demand_tons,2021-06,60543.58,-17.4203,SKU forecast,negative,base
recipe_time_utilization_pct,2021-06,64.2842,-0.248,Time constraint,positive,base
capacity_violations_count,2021-06,0.0,0.0,Overload,positive,base
vision_2030_index,2021-06,85.5,0.0,Sustainability,positive,base
slack_shortfall_hours,2021-06,611.99,0.0,Capacity balance,positive,base
bulk_flour_required_tons,2021-06,60543.58,0.0,Flour demand,neutral,base
total_recipe_hours,2021-06,1539.82,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2021-06,87.45,0.0,Model accuracy,positive,base
seasonality_index,2021-06,1.0217,0.0,Calendar,neutral,base
planned_recipe_hours,2021-06,1101.51,0.0,Schedule,neutral,base
available_mill_hours,2021-06,1713.5,0.0,Capacity,neutral,base
avg_cost_per_ton,2021-06,1107.6146,-26.3519,Wheat price,neutral,base
total_sku_forecast_units,2021-06,3659347.0,0.0,Forecast,neutral,base
wheat_cost_index,2021-06,1088.5208,0.0,Raw material,neutral,base
avg_wheat_cost_sar,2021-06,1107.6146,0.0,Market,neutral,base
mill_utilization_pct,2021-06,64.2842,0.0,Utilization,positive,base
overload_hours,2021-06,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-06,189.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-06,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2021-06,32.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2021-06,60543.65,0.0,Procurement,neutral,base
vision_2030_compliance,2021-06,85.5,0.0,Composite,positive,base
import_dependency_pct,2021-06,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2021-06,40.2,0.0,Geopolitics,negative,base
waste_rate_vs_target,2021-06,-0.6,0.0,Gap to target,positive,base
energy_per_ton,2021-06,69.9645,0.0,Efficiency,neutral,base
water_per_ton,2021-06,0.7782,0.0,Conservation,neutral,base
waste_impact_pct,2021-06,1.9027,0.0,Waste,positive,base
yield_variability_index,2021-06,0.096,0.0,Quality,neutral,base
total_demand_tons,2021-07,74796.96,23.5423,SKU forecast,positive,base
recipe_time_utilization_pct,2021-07,64.6105,0.3263,Time constraint,positive,base
capacity_violations_count,2021-07,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2021-07,1116.4103,8.7958,Wheat price,neutral,base
waste_rate_pct,2021-07,1.9808,0.0781,Recipe mix,positive,base
vision_2030_index,2021-07,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2021-07,87.7535,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2021-07,74796.96,0.0,Flour demand,neutral,base
total_recipe_hours,2021-07,1904.12,0.0,Recipe demand,neutral,base
slack_shortfall_hours,2021-07,632.41,0.0,Capacity balance,positive,base
seasonality_index,2021-07,1.2258,0.0,Calendar,neutral,base
planned_recipe_hours,2021-07,1154.59,0.0,Schedule,neutral,base
available_mill_hours,2021-07,1787.0,0.0,Capacity,neutral,base
avg_changeovers,2021-07,114.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2021-07,1088.1237,0.0,Raw material,neutral,base
total_sku_forecast_units,2021-07,4525973.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2021-07,1116.4103,0.0,Market,neutral,base
mill_utilization_pct,2021-07,64.6105,0.0,Utilization,positive,base
overload_hours,2021-07,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-07,196.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-07,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2021-07,32.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2021-07,74796.89,0.0,Procurement,neutral,base
waste_impact_pct,2021-07,1.9808,0.0,Waste,positive,base
import_dependency_pct,2021-07,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2021-07,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2021-07,-0.52,0.0,Gap to target,positive,base
energy_per_ton,2021-07,69.6258,0.0,Efficiency,neutral,base
water_per_ton,2021-07,0.787,0.0,Conservation,neutral,base
vision_2030_compliance,2021-07,85.5,0.0,Composite,positive,base
yield_variability_index,2021-07,0.067,0.0,Quality,neutral,base
total_demand_tons,2021-08,58329.92,-22.0157,SKU forecast,negative,base
recipe_time_utilization_pct,2021-08,65.2044,0.5939,Time constraint,positive,base
capacity_violations_count,2021-08,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2021-08,1080.2591,-36.1512,Wheat price,neutral,base
waste_rate_pct,2021-08,2.17,0.1892,Recipe mix,positive,base
vision_2030_index,2021-08,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2021-08,87.0899,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2021-08,58329.92,0.0,Flour demand,neutral,base
total_recipe_hours,2021-08,1483.04,0.0,Recipe demand,neutral,base
seasonality_index,2021-08,0.9442,0.0,Calendar,neutral,base
planned_recipe_hours,2021-08,1185.09,0.0,Schedule,neutral,base
available_mill_hours,2021-08,1817.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2021-08,632.41,0.0,Capacity balance,positive,base
avg_changeovers,2021-08,115.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2021-08,3510348.0,0.0,Forecast,neutral,base
vision_2030_compliance,2021-08,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2021-08,1080.2591,0.0,Market,neutral,base
wheat_cost_index,2021-08,1088.5257,0.0,Raw material,neutral,base
mill_utilization_pct,2021-08,65.2044,0.0,Utilization,positive,base
overload_hours,2021-08,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-08,198.0,0.0,Scheduling,neutral,base
downtime_risk_score,2021-08,32.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2021-08,58329.87,0.0,Procurement,neutral,base
avg_run_length_days,2021-08,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2021-08,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2021-08,40.2,0.0,Geopolitics,negative,base
waste_rate_vs_target,2021-08,-0.33,0.0,Gap to target,positive,base
energy_per_ton,2021-08,69.51,0.0,Efficiency,neutral,base
water_per_ton,2021-08,0.7868,0.0,Conservation,neutral,base
waste_impact_pct,2021-08,2.17,0.0,Waste,positive,base
yield_variability_index,2021-08,0.054,0.0,Quality,neutral,base
avg_changeovers,2021-09,110.0,0.0,Recipe switches,neutral,base
total_demand_tons,2021-09,55359.51,-5.0924,SKU forecast,negative,base
recipe_time_utilization_pct,2021-09,63.8926,-1.3118,Time constraint,positive,base
capacity_violations_count,2021-09,0.0,0.0,Overload,positive,base
waste_rate_pct,2021-09,2.0173,-0.1527,Recipe mix,positive,base
vision_2030_index,2021-09,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2021-09,87.2929,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2021-09,55359.51,0.0,Flour demand,neutral,base
total_recipe_hours,2021-09,1408.2,0.0,Recipe demand,neutral,base
seasonality_index,2021-09,0.9233,0.0,Calendar,neutral,base
planned_recipe_hours,2021-09,1082.98,0.0,Schedule,neutral,base
available_mill_hours,2021-09,1695.0,0.0,Capacity,neutral,base
total_sku_forecast_units,2021-09,3337137.0,0.0,Forecast,neutral,base
avg_cost_per_ton,2021-09,1072.1108,-8.1483,Wheat price,neutral,base
slack_shortfall_hours,2021-09,612.02,0.0,Capacity balance,positive,base
wheat_cost_index,2021-09,1088.4437,0.0,Raw material,neutral,base
avg_wheat_cost_sar,2021-09,1072.1108,0.0,Market,neutral,base
mill_utilization_pct,2021-09,63.8926,0.0,Utilization,positive,base
overload_hours,2021-09,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-09,185.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-09,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2021-09,31.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2021-09,55359.52,0.0,Procurement,neutral,base
vision_2030_compliance,2021-09,85.5,0.0,Composite,positive,base
import_dependency_pct,2021-09,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2021-09,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2021-09,-0.48,0.0,Gap to target,positive,base
energy_per_ton,2021-09,70.1791,0.0,Efficiency,neutral,base
water_per_ton,2021-09,0.7899,0.0,Conservation,neutral,base
waste_impact_pct,2021-09,2.0173,0.0,Waste,positive,base
yield_variability_index,2021-09,0.055,0.0,Quality,neutral,base
recipe_time_utilization_pct,2021-10,64.4719,0.5793,Time constraint,positive,base
capacity_violations_count,2021-10,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2021-10,1069.6689,-2.442,Wheat price,neutral,base
waste_rate_pct,2021-10,2.0711,0.0538,Recipe mix,positive,base
vision_2030_index,2021-10,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2021-10,3420984.0,0.0,Forecast,neutral,base
seasonality_index,2021-10,0.9232,0.0,Calendar,neutral,base
total_recipe_hours,2021-10,1445.75,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2021-10,87.2949,0.0,Model accuracy,positive,base
planned_recipe_hours,2021-10,1147.6,0.0,Schedule,neutral,base
available_mill_hours,2021-10,1780.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2021-10,632.4,0.0,Capacity balance,positive,base
avg_changeovers,2021-10,112.0,0.0,Recipe switches,neutral,base
total_demand_tons,2021-10,56836.45,2.6679,SKU forecast,positive,base
bulk_flour_required_tons,2021-10,56836.45,0.0,Flour demand,neutral,base
wheat_cost_index,2021-10,1088.4616,0.0,Raw material,neutral,base
import_dependency_pct,2021-10,100.0,0.0,Supply chain,negative,base
total_wheat_requirement_tons,2021-10,56836.4,0.0,Procurement,neutral,base
overload_hours,2021-10,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-10,191.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-10,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2021-10,32.2,0.0,Risk model,positive,base
avg_wheat_cost_sar,2021-10,1069.6689,0.0,Market,neutral,base
waste_impact_pct,2021-10,2.0711,0.0,Waste,positive,base
high_risk_supply_pct,2021-10,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2021-10,0.102,0.0,Quality,neutral,base
waste_rate_vs_target,2021-10,-0.43,0.0,Gap to target,positive,base
energy_per_ton,2021-10,69.4311,0.0,Efficiency,neutral,base
water_per_ton,2021-10,0.7903,0.0,Conservation,neutral,base
vision_2030_compliance,2021-10,85.5,0.0,Composite,positive,base
mill_utilization_pct,2021-10,64.4719,0.0,Utilization,positive,base
recipe_time_utilization_pct,2021-11,65.8482,1.3763,Time constraint,positive,base
capacity_violations_count,2021-11,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2021-11,1079.5627,9.8939,Wheat price,neutral,base
waste_rate_pct,2021-11,2.0371,-0.034,Recipe mix,positive,base
vision_2030_index,2021-11,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2021-11,3405428.0,0.0,Forecast,neutral,base
seasonality_index,2021-11,0.9443,0.0,Calendar,neutral,base
total_recipe_hours,2021-11,1436.03,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2021-11,87.4952,0.0,Model accuracy,positive,base
planned_recipe_hours,2021-11,1180.0,0.0,Schedule,neutral,base
available_mill_hours,2021-11,1792.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2021-11,612.0,0.0,Capacity balance,positive,base
